Room_ID,Temperature,Humidity,Smoke,Timestamp
101,22.0,78.0,295.0,2025-02-13 00:21:09
101,22.0,78.0,297.0,2025-02-13 00:21:12
101,22.0,78.0,297.0,2025-02-13 00:21:12
101,22.0,78.0,297.0,2025-02-13 00:21:12
101,22.0,78.0,286.0,2025-02-13 00:21:14
101,22.0,78.0,286.0,2025-02-13 00:21:14
101,22.0,78.0,286.0,2025-02-13 00:21:14
101,22.0,78.0,287.0,2025-02-13 00:21:17
101,22.0,78.0,287.0,2025-02-13 00:21:17
101,22.0,78.0,287.0,2025-02-13 00:21:17
101,22.0,75.0,295.0,2025-02-13 00:37:52
101,22.0,75.0,298.0,2025-02-13 00:37:55
101,22.0,75.0,298.0,2025-02-13 00:37:55
101,22.0,75.0,298.0,2025-02-13 00:37:55
101,22.0,75.0,287.0,2025-02-13 00:37:57
101,22.0,75.0,301.0,2025-02-13 00:38:00
101,22.0,75.0,301.0,2025-02-13 00:38:00
101,22.0,75.0,301.0,2025-02-13 00:38:00
101,22.0,75.0,298.0,2025-02-13 00:38:02
101,22.0,75.0,298.0,2025-02-13 00:38:02
101,22.0,75.0,298.0,2025-02-13 00:38:02
101,22.0,75.0,288.0,2025-02-13 00:38:05
101,22.0,75.0,288.0,2025-02-13 00:38:05
101,22.0,75.0,288.0,2025-02-13 00:38:05
101,22.0,75.0,297.0,2025-02-13 00:38:07
101,22.0,75.0,297.0,2025-02-13 00:38:07
101,22.0,75.0,297.0,2025-02-13 00:38:07
101,22.0,75.0,297.0,2025-02-13 00:38:10
101,22.0,75.0,297.0,2025-02-13 00:38:10
101,22.0,75.0,297.0,2025-02-13 00:38:10
101,22.0,75.0,287.0,2025-02-13 00:38:12
101,22.0,75.0,287.0,2025-02-13 00:38:12
101,22.0,75.0,287.0,2025-02-13 00:38:12
101,22.0,75.0,297.0,2025-02-13 00:38:15
101,22.0,75.0,297.0,2025-02-13 00:38:15
101,22.0,75.0,297.0,2025-02-13 00:38:15
101,22.0,75.0,299.0,2025-02-13 00:38:17
101,22.0,75.0,299.0,2025-02-13 00:38:17
101,22.0,80.0,299.0,2025-02-13 00:38:17
101,22.0,80.0,288.0,2025-02-13 00:38:20
101,22.0,80.0,288.0,2025-02-13 00:38:20
101,22.0,81.0,288.0,2025-02-13 00:38:20
101,22.0,81.0,293.0,2025-02-13 00:38:23
101,22.0,81.0,293.0,2025-02-13 00:38:23
101,22.0,75.0,293.0,2025-02-13 00:38:23
101,22.0,75.0,296.0,2025-02-13 00:38:25
101,22.0,75.0,296.0,2025-02-13 00:38:25
101,22.0,75.0,296.0,2025-02-13 00:38:25
101,22.0,75.0,287.0,2025-02-13 00:38:27
101,22.0,75.0,287.0,2025-02-13 00:38:27
101,22.0,75.0,287.0,2025-02-13 00:38:27
101,22.0,75.0,296.0,2025-02-13 00:38:30
101,22.0,75.0,296.0,2025-02-13 00:38:30
101,22.0,75.0,296.0,2025-02-13 00:38:30
101,22.0,75.0,298.0,2025-02-13 00:38:33
101,22.0,75.0,298.0,2025-02-13 00:38:33
101,22.0,75.0,298.0,2025-02-13 00:38:33
101,22.0,75.0,287.0,2025-02-13 00:38:35
101,22.0,75.0,287.0,2025-02-13 00:38:35
101,22.0,75.0,287.0,2025-02-13 00:38:35
101,22.0,75.0,303.0,2025-02-13 00:38:38
101,22.0,75.0,303.0,2025-02-13 00:38:38
101,22.0,75.0,303.0,2025-02-13 00:38:38
101,22.0,75.0,287.0,2025-02-13 00:38:40
101,22.0,75.0,287.0,2025-02-13 00:38:40
101,22.0,75.0,287.0,2025-02-13 00:38:40
101,22.0,75.0,288.0,2025-02-13 00:38:43
101,22.0,75.0,288.0,2025-02-13 00:38:43
101,22.0,75.0,288.0,2025-02-13 00:38:43
101,22.0,75.0,297.0,2025-02-13 00:38:45
101,22.0,75.0,297.0,2025-02-13 00:38:45
101,22.0,75.0,297.0,2025-02-13 00:38:45
101,22.0,75.0,287.0,2025-02-13 00:39:38
101,22.0,75.0,295.0,2025-02-13 00:39:40
101,22.0,68.0,297.0,2025-02-13 01:03:25
101,22.0,68.0,297.0,2025-02-13 01:03:25
101,22.0,68.0,315.0,2025-02-13 01:03:25
101,22.0,68.0,315.0,2025-02-13 01:03:27
101,22.0,75.0,315.0,2025-02-13 01:03:27
101,22.0,68.0,315.0,2025-02-13 01:03:27
101,22.0,75.0,315.0,2025-02-13 01:03:27
101,22.0,75.0,325.0,2025-02-13 01:03:28
101,22.0,75.0,325.0,2025-02-13 01:03:30
101,22.0,75.0,325.0,2025-02-13 01:03:30
101,22.0,75.0,325.0,2025-02-13 01:03:30
101,22.0,75.0,325.0,2025-02-13 01:03:30
101,22.0,75.0,326.0,2025-02-13 01:03:30
101,22.0,75.0,326.0,2025-02-13 01:03:30
101,22.0,75.0,326.0,2025-02-13 01:03:32
101,22.0,75.0,326.0,2025-02-13 01:03:32
101,22.0,73.0,326.0,2025-02-13 01:03:32
101,22.0,73.0,320.0,2025-02-13 01:03:33
101,22.0,73.0,320.0,2025-02-13 01:03:35
101,22.0,73.0,320.0,2025-02-13 01:03:35
101,22.0,75.0,320.0,2025-02-13 01:03:35
101,22.0,75.0,320.0,2025-02-13 01:03:35
101,22.0,75.0,319.0,2025-02-13 01:03:35
101,22.0,75.0,319.0,2025-02-13 01:03:37
101,22.0,75.0,319.0,2025-02-13 01:03:37
101,22.0,75.0,319.0,2025-02-13 01:03:37
101,22.0,75.0,319.0,2025-02-13 01:03:37
101,22.0,75.0,310.0,2025-02-13 01:03:38
101,22.0,75.0,310.0,2025-02-13 01:03:38
101,22.0,75.0,310.0,2025-02-13 01:03:40
101,22.0,74.0,310.0,2025-02-13 01:03:40
101,22.0,75.0,310.0,2025-02-13 01:03:40
101,22.0,74.0,310.0,2025-02-13 01:03:40
101,22.0,74.0,309.0,2025-02-13 01:03:40
101,22.0,74.0,309.0,2025-02-13 01:03:42
101,22.0,75.0,309.0,2025-02-13 01:03:42
101,22.0,74.0,309.0,2025-02-13 01:03:42
101,22.0,75.0,309.0,2025-02-13 01:03:42
101,22.0,75.0,313.0,2025-02-13 01:03:43
101,22.0,75.0,313.0,2025-02-13 01:03:45
101,22.0,75.0,313.0,2025-02-13 01:03:45
101,22.0,75.0,313.0,2025-02-13 01:03:45
101,22.0,75.0,313.0,2025-02-13 01:03:45
101,22.0,75.0,301.0,2025-02-13 01:03:45
101,22.0,75.0,301.0,2025-02-13 01:03:48
101,22.0,75.0,301.0,2025-02-13 01:03:48
101,22.0,76.0,301.0,2025-02-13 01:03:48
101,22.0,76.0,309.0,2025-02-13 01:03:48
101,22.0,76.0,309.0,2025-02-13 01:03:48
101,22.0,76.0,309.0,2025-02-13 01:03:50
101,22.0,75.0,309.0,2025-02-13 01:03:50
101,22.0,76.0,309.0,2025-02-13 01:03:50
101,22.0,75.0,309.0,2025-02-13 01:03:50
101,22.0,75.0,297.0,2025-02-13 01:03:52
101,22.0,75.0,297.0,2025-02-13 01:03:52
101,22.0,75.0,297.0,2025-02-13 01:03:54
101,22.0,75.0,297.0,2025-02-13 01:03:54
